SentenceIndex	DocumentId	Entity	Relation	Slotfill(tag)	Correct	Incorrect	Sentence
9765	XIN_ENG_20070412.0108.LDC2009T13	President Kurmanbek Bakiyev-20	jobTitle	president-18	1		According to reports, thousands of opposition members launched protests and rallies since April 9 to press President Kurmanbek Bakiyev to step down.
9866	AFP_ENG_20081210.0089.LDC2009T13	Major League Baseball president Bob DuPuy-18	jobTitle	president-16	1		We're very excited about the World Baseball Classic, Major League Baseball president Bob DuPuy said.
9880	AFP_ENG_20081210.0089.LDC2009T13	Cuban players-10	nationality	Cuban-9	1		US government approval will be needed to allow Cuban players into US venues because of their diplomatic disagreements.
9883	AFP_ENG_20070128.0071.LDC2009T13	US Treasury-2	nationality	US-1	1		US Treasury official due in China for talks with NKorea
9884	AFP_ENG_20070128.0071.LDC2009T13	A high-ranking US Treasury official-5	nationality	US-3	1		A high-ranking US Treasury official is due to arrive in Beijing Sunday for talks with North Korean envoys on US financial sanctions which Pyongyang says stand in the way of an agreement on halting its nuclear arms program, an embassy spokesperson said.
9884	AFP_ENG_20070128.0071.LDC2009T13	North Korean envoys-18	nationality	North Korean-17	1		A high-ranking US Treasury official is due to arrive in Beijing Sunday for talks with North Korean envoys on US financial sanctions which Pyongyang says stand in the way of an agreement on halting its nuclear arms program, an embassy spokesperson said.
9921	APW_ENG_20070223.0894.LDC2009T13	several Estonian nationalists-13	nationality	Estonian-12	1		A scuffle broke out at a war monument Friday after several Estonian nationalists tried to lay a wreath to victims of Soviet oppression but were confronted by another group.
9969	APW_ENG_20070908.0481.LDC2009T13	President Abdelaziz Bouteflika-30	jobTitle	president-28	1		The attack came just two days after another bombing killed at least 22 in a crowd of people in eastern Algeria who were waiting to see visiting President Abdelaziz Bouteflika, who has devoted his eight years in office to ending the insurgency.
9974	APW_ENG_20070908.0481.LDC2009T13	Interior Minister Noureddine Yazid Zerhouni-8	jobTitle	minister-5		1	On Friday, Interior Minister Noureddine Yazid Zerhouni warned terrorists that they have one choice: turn themselves in, or die.
9981	LTW_ENG_20070626.0067.LDC2009T13	Senior citizens and baby boomers-5	jobTitle	senior-1		1	Senior citizens and baby boomers across the U.S., many of whom marched for civil rights and women's liberation, are mobilizing to combat global warming and save the environment for their children and grandchildren.
10073	AFP_ENG_20070301.0347.LDC2009T13	French investigators-2	nationality	French-1	1		French investigators on Thursday held out little hope of quickly recovering two paintings by Pablo Picasso stolen from the Paris apartment of the artist's granddaughter.
10073	AFP_ENG_20070301.0347.LDC2009T13	the artist's granddaughter-26	jobTitle	artist-24		1	French investigators on Thursday held out little hope of quickly recovering two paintings by Pablo Picasso stolen from the Paris apartment of the artist's granddaughter.
10096	AFP_ENG_20070214.0337.LDC2009T13	Nigeria no-show-8	nationality	Nigeria-7		1	Football: Martins says sorry for Nigeria no-show
10114	AFP_ENG_20080801.0112.LDC2009T13	Iranian Foreign Minister Manouchehr Mottaki-5	jobTitle	foreign minister-3	1		Iranian Foreign Minister Manouchehr Mottaki said on Thursday that there was no deadline and that his country had already replied.
10114	AFP_ENG_20080801.0112.LDC2009T13	Iranian Foreign Minister Manouchehr Mottaki-5	nationality	Iranian-1	1		Iranian Foreign Minister Manouchehr Mottaki said on Thursday that there was no deadline and that his country had already replied.
10130	AFP_ENG_20070404.0514.LDC2009T13	Afghan interior ministry spokesman Zemarai-15	nationality	Afghan-11	1		Police have launched a search and investigation, Afghan interior ministry spokesman Zemarai Bashary told AFP.
10130	AFP_ENG_20070404.0514.LDC2009T13	Afghan interior ministry spokesman Zemarai-15	jobTitle	spokesman-14	1		Police have launched a search and investigation, Afghan interior ministry spokesman Zemarai Bashary told AFP.
10136	AFP_ENG_20070220.0506.LDC2009T13	The Serbian big man-4	nationality	Serbian-2	1		The Serbian big man is averaging just 6.9 points and 3.4 rebounds in 52 games.
10143	XIN_ENG_20080826.0200.LDC2009T13	Czech Prime Minister Mirek Topolanek-5	jobTitle	prime minister-3	1		Czech Prime Minister Mirek Topolanek said after a meeting with President Vaclav Klaus on Tuesday that he disagreed with Russia's recognition of South Ossetia and Abkhazia as independent states.
10143	XIN_ENG_20080826.0200.LDC2009T13	President Vaclav Klaus-13	jobTitle	president-11	1		Czech Prime Minister Mirek Topolanek said after a meeting with President Vaclav Klaus on Tuesday that he disagreed with Russia's recognition of South Ossetia and Abkhazia as independent states.
10143	XIN_ENG_20080826.0200.LDC2009T13	Czech Prime Minister Mirek Topolanek-5	nationality	Czech-1	1		Czech Prime Minister Mirek Topolanek said after a meeting with President Vaclav Klaus on Tuesday that he disagreed with Russia's recognition of South Ossetia and Abkhazia as independent states.
10144	XIN_ENG_20080826.0200.LDC2009T13	Prime Minister Topolanek-7	jobTitle	prime minister-6	1		The Czech government of Prime Minister Topolanek has backed Georgia in the recent conflict over South Ossetia.
10145	XIN_ENG_20080826.0200.LDC2009T13	Georgian elected officials-14	nationality	Georgian-12	1		Last week it condemned the Russian operation in Georgia and supported Georgian elected officials.
10250	AFP_ENG_20081227.0336.LDC2009T13	Pakistani and US officials-4	nationality	Pakistani-1		1	Pakistani and US officials have pinned the blame on Taliban commander Baitullah Mehsud, but he denies any involvement.
10250	AFP_ENG_20081227.0336.LDC2009T13	Pakistani and US officials-4	nationality	US-3	1		Pakistani and US officials have pinned the blame on Taliban commander Baitullah Mehsud, but he denies any involvement.
10286	APW_ENG_20080812.0924.LDC2009T13	President Mikhail Saakashvili-15	jobTitle	president-13	1		Thousands of Georgians are rallying in an emphatic show of support for President Mikhail Saakashvili after the country came under attack from Russian forces.
10288	APW_ENG_20080812.0924.LDC2009T13	the president's first name-25	jobTitle	president-22		1	People held posters saying I love Georgia and I love you Misha -- the familiar form of the president's first name.
10289	APW_ENG_20080812.0924.LDC2009T13	Deputy Prime Minister Gia Baramidze-5	jobTitle	deputy prime minister-3	1		Deputy Prime Minister Gia Baramidze told the crowd they should hold their flags high and stand together, saying we shouldn't be afraid of the enemy.
10290	APW_ENG_20080812.0924.LDC2009T13	Russian President Dmitry Medvedev-4	jobTitle	president-2	1		Russian President Dmitry Medvedev ordered a halt to the military action Tuesday, but it was unclear whether all fighting had stopped.
10290	APW_ENG_20080812.0924.LDC2009T13	Russian President Dmitry Medvedev-4	nationality	Russian-1	1		Russian President Dmitry Medvedev ordered a halt to the military action Tuesday, but it was unclear whether all fighting had stopped.
10355	APW_ENG_20080413.0540.LDC2009T13	Roma captain Francesco Totti-4	jobTitle	captain-2	1		Roma captain Francesco Totti returned following a two-week absence due to an injury, which caused him to miss both games against United.
10394	NYT_ENG_20081215.0241.LDC2009T13	the Philippine Coast Guard-12	nationality	Philippine-10	1		Vice Adm. Wilfredo Tamayo, chief of the Philippine Coast Guard, said the Maejan was authorized to carry only 50 passengers and that criminal charges would be filed against its owners for overloading the ferry.
10407	APW_ENG_20070403.1031.LDC2009T13	South African Football Association CEO Raymond Hack-7	nationality	South African-2	1		South African Football Association CEO Raymond Hack injured his eye in Monday's skirmish with the intruder, the South African Press Association reported.
10449	NYT_ENG_20080225.0148.LDC2009T13	Iraqi employees of The New York Times-22	nationality	Iraqi-16	1		ANOTHER ATTACK ON IRAQI PILGRIMS KILLS FOUR Sabrina Tavernise contributed reporting from Istanbul, and Iraqi employees of The New York Times from Baghdad, Hilla, Karbala, Samarra and Diyala.
10455	NYT_ENG_20080225.0148.LDC2009T13	innocent Iraqi citizens-9	nationality	Iraqi-8	1		We condemn this atrocity against innocent Iraqi citizens who were exercising their right to participate in a religious commemoration, said Col. Allen Batschelet, the chief of staff at Multinational Division Baghdad.
10459	NYT_ENG_20080225.0148.LDC2009T13	Iraqi security officials-3	nationality	Iraqi-1	1		Iraqi security officials announced new measures to safeguard the pilgrims, and the minister of state for national security, Shirwan al-Waeli, was investigating the circumstances of Sunday's bombing in Iskandariya, 45 miles south of Baghdad.
10465	NYT_ENG_20080225.0148.LDC2009T13	an Iraqi man-5	nationality	Iraqi-4	1		Gunmen killed an Iraqi man in a garage in Baquba and a woman in a residential area on the city's southern outskirts.
10472	NYT_ENG_20080225.0148.LDC2009T13	Turkish news media-21	nationality	Turkish-19	1		But Turkey's ambassador to the United States, Nabi Sensoy, said the figure initially cited by Turkish news media -- 10,000 troops -- had been very exaggerated.
10543	NYT_ENG_20070606.0275.LDC2009T13	Brazil's justice minister-17	nationality	Brazil-14	1		When the party governed Rio Grande do Sul, the home state of Brazil's justice minister, animal game kingpins donated $500,000 for the purchase of the party headquarters there, a former party official said at a parliamentary inquiry.
10663	APW_ENG_20071118.0281.LDC2009T13	the senior wrestler-22	jobTitle	senior-21		1	Underdog Dejima fought off his nervousness at the face-off and pushed out Chiyotaikai after a ringside struggle, handing the senior wrestler his first defeat against seven victories.
10689	APW_ENG_20070906.0497.LDC2009T13	Prime Minister John Howard and Chinese President Hu Jintao-9	jobTitle	president-7	1		Prime Minister John Howard and Chinese President Hu Jintao announced plans for a yearly security dialogue after a morning of talks.
10689	APW_ENG_20070906.0497.LDC2009T13	Prime Minister John Howard and Chinese President Hu Jintao-9	nationality	Chinese-6	1		Prime Minister John Howard and Chinese President Hu Jintao announced plans for a yearly security dialogue after a morning of talks.
10689	APW_ENG_20070906.0497.LDC2009T13	Prime Minister John Howard and Chinese President Hu Jintao-9	jobTitle	prime minister-2	1		Prime Minister John Howard and Chinese President Hu Jintao announced plans for a yearly security dialogue after a morning of talks.
10692	APW_ENG_20070906.0497.LDC2009T13	the Australian and Chinese leader-21	nationality	Australian-18	1		While Hu and Howard did not exude the easy rapport that Howard and Bush have, the Australian and Chinese leader had much to celebrate.
10692	APW_ENG_20070906.0497.LDC2009T13	the Australian and Chinese leader-21	nationality	Chinese-20	1		While Hu and Howard did not exude the easy rapport that Howard and Bush have, the Australian and Chinese leader had much to celebrate.
10717	XIN_ENG_20070126.0256.LDC2009T13	unidentified Canadian sources-6	nationality	Canadian-5	1		The report quoted unidentified Canadian sources as saying that the extradition of the two suspects would not be difficult.
10731	APW_ENG_20070321.1122.LDC2009T13	Israel's finance minister-4	nationality	Israel-1	1		Israel's finance minister, questioned by police for more than seven hours in an embezzlement case, is suspected of having siphoned off some of the missing funds to pay a son's gambling debts, Israeli media reported Wednesday.
10731	APW_ENG_20070321.1122.LDC2009T13	Israeli media-39	nationality	Israeli-38	1		Israel's finance minister, questioned by police for more than seven hours in an embezzlement case, is suspected of having siphoned off some of the missing funds to pay a son's gambling debts, Israeli media reported Wednesday.
10749	AFP_ENG_20070301.0452.LDC2009T13	former Lebanese prime minister Rafiq Hariri-26	nationality	Lebanese-22	1		The United States withdrew its ambassador from Damascus after Syria was implicated in the February 2005 assassination in Beirut of former Lebanese prime minister Rafiq Hariri.
10749	AFP_ENG_20070301.0452.LDC2009T13	former Lebanese prime minister Rafiq Hariri-26	jobTitle	prime minister-24	1		The United States withdrew its ambassador from Damascus after Syria was implicated in the February 2005 assassination in Beirut of former Lebanese prime minister Rafiq Hariri.
10752	AFP_ENG_20070301.0452.LDC2009T13	Syrian and Iranian officials-13	nationality	Syrian-10	1		McCormack has refused to rule out bilateral contacts with Syrian and Iranian officials on the sidelines of those meetings, but insisted these could only deal with Iraq-related issues and not the myriad other disputes between Washington and the two states.
10752	AFP_ENG_20070301.0452.LDC2009T13	Syrian and Iranian officials-13	nationality	Iranian-12	1		McCormack has refused to rule out bilateral contacts with Syrian and Iranian officials on the sidelines of those meetings, but insisted these could only deal with Iraq-related issues and not the myriad other disputes between Washington and the two states.
10753	AFP_ENG_20070202.0386.LDC2009T13	British broadcaster-2	nationality	British-1	1		British broadcaster pulls sex shows after 'Bullywood' furore
10754	AFP_ENG_20070202.0386.LDC2009T13	British broadcaster Channel 4-4	nationality	British-1	1		British broadcaster Channel 4 said Friday it would shelve a series of sex programmes after facing a storm of criticism over the Celebrity Big Brother race row.
10801	NYT_ENG_20080202.0017.LDC2009T13	Mexican lady-8	nationality	Mexican-7	1		as, well, some unhappy Mexican lady.
10817	XIN_ENG_20080806.0410.LDC2009T13	executive director Gilbert Felli-29	jobTitle	executive director-27	1		When asked if there is a deadline set for the DPRK and South Korea to decide on a joint march, IOC's Olympic Games executive director Gilbert Felli said: For me at the last minute.
10821	XIN_ENG_20070906.0503.LDC2009T13	al-Qaida leader Osama bin Laden-16	jobTitle	leader-13	1		An Islamic web site will issue a new video message of al-Qaida leader Osama bin Laden to mark the sixth anniversary of Sept. 11 attacks, U.S.-based SITE intelligence group said on Thursday.
10923	APW_ENG_20070325.0151.LDC2009T13	Jordan Staal and Michel Ouellet-8	nationality	Jordan-4		1	At Pittsburgh, Jordan Staal and Michel Ouellet scored to help the Penguins get the win.
10966	AFP_ENG_20080504.0270.LDC2009T13	Czech rider Roman Kreuziger of the Liquigas team-14	nationality	Czech-7	1		He took the title ahead of Czech rider Roman Kreuziger of the Liquigas team, who finished 35sec behind and Italian Marco Pinotti of High Road at 43sec.
10998	APW_ENG_20081008.1449.LDC2009T13	US candidates-4	nationality	US-3	1		Report: US candidates increase health coverage
11049	NYT_ENG_20070625.0073.LDC2009T13	former Liberian president Charles Taylor-21	nationality	Liberian-18	1		Almost two years earlier, Bility, a journalist imprisoned and tortured by the regime of former Liberian president Charles Taylor, had fled Africa for Boston and heeded a resettlement official's advice to become a Red Sox fan.
11049	NYT_ENG_20070625.0073.LDC2009T13	former Liberian president Charles Taylor-21	jobTitle	president-19	1		Almost two years earlier, Bility, a journalist imprisoned and tortured by the regime of former Liberian president Charles Taylor, had fled Africa for Boston and heeded a resettlement official's advice to become a Red Sox fan.
11129	NYT_ENG_20070625.0073.LDC2009T13	American resettlement officials-3	nationality	American-1		1	American resettlement officials suggested he would like Washington or Boston.
11166	LTW_ENG_20080929.0015.LDC2009T13	Russian navy spokesman Igor Dygalo-18	nationality	Russian-14	1		SEVASTOPOL, Ukraine -- Skimming the Black Sea aboard a military motorboat, Russian navy spokesman Igor Dygalo turned to an entourage of television cameras.
11166	LTW_ENG_20080929.0015.LDC2009T13	Russian navy spokesman Igor Dygalo-18	jobTitle	spokesman-16	1		SEVASTOPOL, Ukraine -- Skimming the Black Sea aboard a military motorboat, Russian navy spokesman Igor Dygalo turned to an entourage of television cameras.
11172	LTW_ENG_20080929.0015.LDC2009T13	The Ukrainian president-3	nationality	Ukrainian-2	1		The Ukrainian president has called the surrounding Crimean Peninsula -- historically a part of Russia and still home to a majority Russian population -- the most dangerous spot in the country because of separatist sentiment.
11173	LTW_ENG_20080929.0015.LDC2009T13	the deep Russian roots-43	nationality	Russian-42		1	Russia has responded with icy vows to beef up its military forces in the Black Sea, eagerly showing off to reporters the firepower aboard vessels that were used to blockade Georgia -- and to remind the world of the deep Russian roots in this restive Ukrainian region.
11196	LTW_ENG_20080929.0015.LDC2009T13	Russian officials-2	nationality	Russian-1	1		Russian officials say it's not true.
11259	LTW_ENG_20071026.0132.LDC2009T13	Michigan State University-34	province	Michigan-32	1		At that point in time, it was felt that was the best level of evidence we could have, said Marsha Rappley, a professor of pediatrics at Michigan State University who co-chaired last week's panel.
11297	APW_ENG_20070704.0754.LDC2009T13	Japanese researchers-2	nationality	Japanese-1	1		Japanese researchers say museum has ' world ' s oldest ' right whale fossil
11308	APW_ENG_20070704.0754.LDC2009T13	the Nagano fossils-14	city	Nagano-13	1		Right whale skeletons have often been found in Europe, but the Nagano fossils and their dating raises the possibility that right whales might have originated in the North Pacific, said Toshiyuki Kimura, curator of the Gunma Museum of Natural History.
11401	AFP_ENG_20070805.5002.LDC2009T13	the England coach-27	nationality	England-26	1		Perry, told to lose weight by Ashton during England's 2-0 series defeat against South Africa in June, was named man-of-the-match and the England coach also praised the midfield duo of debutant Dan Hipkiss and former Great Britain rugby league captain Andy Farrell
11516	APW_ENG_20081121.1130.LDC2009T13	Nigeria's ambassador-21	nationality	Nigeria-19	1		Worried about the Congolese caught between soldiers and rebels, Martin Ihoeghian Uhomoibhi, who also serves as Nigeria's ambassador to Switzerland, plans to convene the 47-nation Geneva- based council if at least a third of its members request the session.
11562	NYT_ENG_20071024.0190.LDC2009T13	the Republican Jewish Coalition-21	religion	jewish-20	1		Weakness invites attack, Giuliani warned to cheers in a speech he gave recently to the Republican Jewish Coalition.
11577	NYT_ENG_20071024.0190.LDC2009T13	Palestinian issues-24	nationality	Palestinian-23		1	When Giuliani was asked in a recent interview if he could be viewed as an evenhanded broker when it came to Israeli- Palestinian issues, he questioned the premise of the question.
11581	AFP_ENG_20080922.0600.LDC2009T13	Italy's civil aviation head-31	nationality	Italy-27	1		Alitalia's licence could be suspended and its planes grounded within four days if the troubled airline does not come up with a cost-reduction plan, Italy's civil aviation head said Monday, according to ANSA news agency.
11618	AFP_ENG_20070209.0545.LDC2009T13	Czech priests-2	nationality	Czech-1	1		Czech priests face probe over communist past
11619	AFP_ENG_20070209.0545.LDC2009T13	Czech historians-2	nationality	Czech-1	1		Czech historians are to pore over communist-era secret police files kept on the country's priests to establish the level of collaboration by the Church, the Czech theology academy said on Friday.
11647	APW_ENG_20070713.1343.LDC2009T13	senior members of his own party-17	jobTitle	senior-12		1	The legislation, which represents a sharp challenge to Bush from senior members of his own party, was put forward Friday by Sens. John Warner and Richard Lugar, and it came as the Pentagon acknowledged that a decreasing number of Iraqi army battalions are able to operate independently of U.S. troops.
11663	APW_ENG_20070713.1343.LDC2009T13	dictator Saddam Hussein-26	jobTitle	dictator-24	1		Many members contend that authorization -- which led to the U.S. invasion of Iraq in 2003 -- was limited to approval of deposing dictator Saddam Hussein and searching for weapons of mass destruction.
11752	APW_ENG_20080910.1242.LDC2009T13	Belgium goalkeeper Stijn Stijnen-35	jobTitle	goalkeeper-33	1		That goal was a wake-up call for Turkey, and the European Championship semifinalists went on the attack for the rest of the first half, forcing several good saves from Belgium goalkeeper Stijn Stijnen.
11752	APW_ENG_20080910.1242.LDC2009T13	Belgium goalkeeper Stijn Stijnen-35	nationality	Belgium-32	1		That goal was a wake-up call for Turkey, and the European Championship semifinalists went on the attack for the rest of the first half, forcing several good saves from Belgium goalkeeper Stijn Stijnen.
11760	APW_ENG_20071009.0547.LDC2009T13	Georgia ' s former defense minister-6	nationality	Georgia-1	1		Georgia ' s former defense minister freed on bail, leaves country
11773	APW_ENG_20071009.0547.LDC2009T13	Prosecutor Keti Chomakhishvili-3	jobTitle	prosecutor-1	1		Prosecutor Keti Chomakhishvili who was in charge of Okruashvili's case couldn't confirm that he went abroad, but said it could be part of an arrangement with authorities.
11788	APW_ENG_20080112.0653.LDC2009T13	Pakistani militant suspects-3	nationality	Pakistani-1	1		Pakistani militant suspects were plotting suicide attacks against army, official says
11796	APW_ENG_20080112.0653.LDC2009T13	the Pakistani official-16	nationality	Pakistani-15	1		These people were preparing for suicide attacks against the army, the Pakistani official said on condition of anonymity because he was not authorized to speak to media.
11886	AFP_ENG_20080521.0381.LDC2009T13	North West Frontier Province minister Bashir Bilour-37	jobTitle	minister-35		1	Troops will gradually withdraw from Swat and Islamic law will be imposed in the former tourist region, while rebels will close down training camps and halt suicide attacks, North West Frontier Province minister Bashir Bilour said.
11937	AFP_ENG_20070402.0362.LDC2009T13	President George W. Bush-4	jobTitle	president-1	1		President George W. Bush announced the troop surge in January in a new security effort to bring down sectarian violence in Baghdad and the restive Al- Anbar province.
11947	APW_ENG_20070804.0545.LDC2009T13	US soldier-6	nationality	US-5	1		Jury weighs sentence for US soldier in rape, murder of Iraqi girl, deaths of her family
11947	APW_ENG_20070804.0545.LDC2009T13	Iraqi girl-13	nationality	Iraqi-12	1		Jury weighs sentence for US soldier in rape, murder of Iraqi girl, deaths of her family
12032	AFP_ENG_20080415.0196.LDC2009T13	Shura speaker Sawfat al-Sherif-4	jobTitle	speaker-2	1		Shura speaker Sawfat al-Sherif had demanded an official apology from the British government.
12041	AFP_ENG_20081006.0189.LDC2009T13	UN Secretary General Jaap de Hoop Scheffer-13	jobTitle	secretary general-9	1		Craddock has been in discussion with UN Secretary General Jaap de Hoop Scheffer over whether he can proceed on his own or needs the backing of NATO's political decision making body, the North Atlantic Council.
12055	AFP_ENG_20070111.0683.LDC2009T13	US lawmaker-2	nationality	US-1	1		US lawmaker offers bill restoring military draft
12058	AFP_ENG_20070111.0683.LDC2009T13	US President George W. Bush-19	jobTitle	president-16	1		The New York lawmaker said the burden was likely to be even greater if US President George W. Bush makes good on his plan to increase US troops in Iraq by more than 20,000, as part of his plan to subdue the raging insurgency there.
12058	AFP_ENG_20070111.0683.LDC2009T13	US President George W. Bush-19	nationality	US-15	1		The New York lawmaker said the burden was likely to be even greater if US President George W. Bush makes good on his plan to increase US troops in Iraq by more than 20,000, as part of his plan to subdue the raging insurgency there.
12100	XIN_ENG_20080921.0217.LDC2009T13	Chinese astronauts-6	nationality	Chinese-5	1		1st Ld-Writethru-China Focus: Chinese astronauts for Shenzhou-7 mission arrive at launch center
12121	AFP_ENG_20081008.0771.LDC2009T13	a senior Russian official-20	jobTitle	senior-18		1	Russia and Belarus will sign an agreement to unify their air- defence systems next month, a senior Russian official said Wednesday, news agencies reported.
12121	AFP_ENG_20081008.0771.LDC2009T13	a senior Russian official-20	nationality	Russian-19	1		Russia and Belarus will sign an agreement to unify their air- defence systems next month, a senior Russian official said Wednesday, news agencies reported.
12150	AFP_ENG_20030420.0258.LDC2007T07	Chinese Health Minister Zhang Wenkang-5	jobTitle	health minister-3	1		Chinese Health Minister Zhang Wenkang, who is likely to lose his job over SARS, ironically hit the headlines in the past by representing a more open line on AIDS.
12150	AFP_ENG_20030420.0258.LDC2007T07	Chinese Health Minister Zhang Wenkang-5	nationality	Chinese-1	1		Chinese Health Minister Zhang Wenkang, who is likely to lose his job over SARS, ironically hit the headlines in the past by representing a more open line on AIDS.
12163	APW_ENG_20070530.1322.LDC2009T13	Israel and Hamas militants-20	nationality	Israel-17		1	The Quartet of Middle East peacemakers urged a halt to the recent flare-up in fighting between Israel and Hamas militants in the Gaza Strip, calling on the Palestinian authority to do everything necessary to restore law and order.
12165	APW_ENG_20070530.1322.LDC2009T13	the Palestinian authority-6	nationality	Palestinian-5	1		It called on the Palestinian authority to do everything necessary to resote law and order.
12185	XIN_ENG_20080502.0172.LDC2009T13	Chilean President Michelle Bachelet-4	jobTitle	president-2	1		Chilean President Michelle Bachelet made the announcement when receiving the president of the Organizer Committee of the Women's Soccer World Cup in Germany-2011, Steffi Jones.
12185	XIN_ENG_20080502.0172.LDC2009T13	Chilean President Michelle Bachelet-4	nationality	Chilean-1	1		Chilean President Michelle Bachelet made the announcement when receiving the president of the Organizer Committee of the Women's Soccer World Cup in Germany-2011, Steffi Jones.
12192	AFP_ENG_20070711.0719.LDC2009T13	US Open champion Angel Cabrera-5	nationality	US-1		1	US Open champion Angel Cabrera believes the boost he received from last month's unexpected triumph at Oakmont can carry him all the way to a second major title at next week's British Open.
12212	AFP_ENG_20070711.0719.LDC2009T13	Northern Ireland's Darren Clarke-10	nationality	Northern Ireland-7	1		That view was confirmed by Northern Ireland's Darren Clarke, who got an early practice round in last Sunday before heading for Loch Lomond.
12303	XIN_ENG_20081008.0187.LDC2009T13	Iran's suspect nuclear program-38	nationality	Iran-34	1		The International Atomic Energy Agency (IAEA) said in its September report that due to Tehran's block, the UN nuclear watchdog had been unable to make much progress in investigating Iran's suspect nuclear program.
12307	AFP_ENG_20080729.0292.LDC2009T13	Iran's top nuclear negotiator-5	nationality	Iran-1	1		Iran's top nuclear negotiator Saeed Jalili said on Tuesday that talks with world powers aimed at resolving the crisis over its atomic drive were positive and progressive, local media reported.
12315	AFP_ENG_20080729.0292.LDC2009T13	Iranian President Mahmoud Ahmadinejad-4	jobTitle	president-2	1		Iranian President Mahmoud Ahmadinejad said in an interview with US television on Monday that if the United States adopted a genuinely new approach to his country Tehran would respond in a positive way.
12315	AFP_ENG_20080729.0292.LDC2009T13	Iranian President Mahmoud Ahmadinejad-4	nationality	Iranian-1	1		Iranian President Mahmoud Ahmadinejad said in an interview with US television on Monday that if the United States adopted a genuinely new approach to his country Tehran would respond in a positive way.
12350	XIN_ENG_20081104.0058.LDC2009T13	National police spokesman Abubakar Nataprawira-5	jobTitle	spokesman-3	1		National police spokesman Abubakar Nataprawira said the threat was received through a telephone text message.
12378	NYT_ENG_20070516.0053.LDC2009T13	THE JERRY AND LARRY SHOW Fort Worth Star-Telegram American Atheists Inc.-11	nationality	American-9		1	THE JERRY AND LARRY SHOW Fort Worth Star-Telegram American Atheists Inc. issued a predictable boo, instead of a boo-hoo, upon the Rev. Jerry Falwell's death Tuesday.
12379	NYT_ENG_20070516.0053.LDC2009T13	our secular American democracy-27	nationality	American-26	1		The group called the architect of Moral Majority a dangerous man who opposed and worked against many of the key values underpinning our secular American democracy.
12453	NYT_ENG_20070306.0155.LDC2009T13	Venezuela's attorney general-13	nationality	Venezuela-10	1		A few months earlier, in October 2003, Venezuela's attorney general had determined the bonds were valid.
12468	AFP_ENG_20071124.0020.LDC2009T13	Brazilian international winger Robinho-4	nationality	Brazilian-1	1		Brazilian international winger Robinho put Real ahead after just eight minutes but Enrique De Lucas equalised shortly after the interval.
12469	AFP_ENG_20071124.0020.LDC2009T13	Spanish international Guti-3	nationality	Spanish-1	1		Spanish international Guti was sent off late on for kicking out as Real's frustrations boiled over.
12481	AFP_ENG_20071124.0020.LDC2009T13	Dutch winger Arjen Robben-7	nationality	Dutch-4	1		Robinho, keeping Dutch winger Arjen Robben out of the side, headed Real ahead after just eight minutes with his third goal in two games but they failed to build on the perfect start.
12587	LTW_ENG_20070126.0127.LDC2009T13	Vice President Cheney-3	jobTitle	president-2		1	Vice President Cheney personally orchestrated his office's 2003 efforts to rebut claims that the administration used flawed intelligence to justify the war in Iraq and discredit a critic who he believed was making him look foolish, according to testimony and evidence Thursday in the criminal trial of his former chief of staff.
12605	LTW_ENG_20070126.0127.LDC2009T13	college rule paper-4	school	college-2		1	On college rule paper, in blue ink, Martin scribbled what Cheney told her the press needed to know about the Niger controversy as they conferred in his Capitol Hill office on July 7, 2003.
12618	AFP_ENG_20070112.0082.LDC2009T13	President George W. Bush-13	jobTitle	president-10	1		Defying expectations, the new Iraq strategy unveiled by President George W. Bush this week mirrored many proposals from the heavyweight Iraq Study Group led by former secretary of state James Baker.
12622	AFP_ENG_20070112.0082.LDC2009T13	Secretary of State Condoleezza Rice-34	jobTitle	secretary of state-32	1		I believe it's a tragic mistake, said Senator Joseph Biden, a 2008 Democratic presidential hopeful and chairman of the Foreign Relations Committee, when Secretary of State Condoleezza Rice appeared before the panel Thursday to defend the Bush plan.
12636	AFP_ENG_20070112.0082.LDC2009T13	the president's hand-39	jobTitle	president-37		1	A former State Department official who was instrumental in the work of the Iraq Study Group downplayed the differences with Bush's final plan and suggested the Democrats who now control Congress could still force the president's hand on the missing elements.
12643	APW_ENG_20070908.0986.LDC2009T13	Finland's goalkeeper Jussi Jasskelainen-5	nationality	Finland-1	1		Finland's goalkeeper Jussi Jasskelainen also made a diving save to stop midfielder Bosko Jankovic's curling free kick in the 37th minute.
12643	APW_ENG_20070908.0986.LDC2009T13	Finland's goalkeeper Jussi Jasskelainen-5	jobTitle	goalkeeper-3	1		Finland's goalkeeper Jussi Jasskelainen also made a diving save to stop midfielder Bosko Jankovic's curling free kick in the 37th minute.
12645	APW_ENG_20070908.0986.LDC2009T13	Serbia goalkeeper Vladimir Stojkovic-17	jobTitle	goalkeeper-15	1		In the 17th minute, forward Jonatan Johansson had a one-on-one situation against Serbia goalkeeper Vladimir Stojkovic, but failed to lob the fall into the net.
12645	APW_ENG_20070908.0986.LDC2009T13	Serbia goalkeeper Vladimir Stojkovic-17	nationality	Serbia-14	1		In the 17th minute, forward Jonatan Johansson had a one-on-one situation against Serbia goalkeeper Vladimir Stojkovic, but failed to lob the fall into the net.
