SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
5659	APW_ENG_20070130.0743.LDC2009T13	Afghanistan Ronald Neumann-10	nationality	Afghanistan-8			Earlier this month, U.S. Ambassador to Afghanistan Ronald Neumann said the country has eradicated 1,483 acres (593 hectares) of poppies so far this year -- compared to none by the same time last year.
6248	APW_ENG_20070302.0793.LDC2009T13	Serbian and Kosovo Albanian leaders-22	nationality	Albanian-21			Martti Ahtisaari told reporters that the talks in Vienna were over, and that he had invited Serbian and Kosovo Albanian leaders to Vienna on March 10 for a final meeting before he sends the package to the U.N. Security Council, which has the final say on Kosovo's future status.
18223	NYT_ENG_20071024.0170.LDC2009T13	America's most dangerous conservative-5	nationality	America-1			America's most dangerous conservative - or so some liberals see it - is leaving TV for a while.
19307	NYT_ENG_20080227.0187.LDC2009T13	America's biggest home builders-18	nationality	America-14			It has also taken a large position in Toll Brothers, one of America's biggest home builders.
14086	LTW_ENG_20070621.0080.LDC2009T13	American taxpayers-12	nationality	American-11			``If this legislation becomes law, it would compel American taxpayers -- for the first time in our history -- to support the deliberate destruction of human embryos,'' he said.
10353	APW_ENG_20080324.0919.LDC2009T13	American targets-14	nationality	American-13			Al-Qaida No. 2 Ayman al-Zawahri called on Muslims to strike Jewish and American targets anywhere in the world in revenge for Israel's offensive in the Gaza Strip in an audiotape Monday, part of a new push by the terror network to use anger over the violence to rally support.
6211	APW_ENG_20070301.0788.LDC2009T13	American spokesman John Hotard-19	nationality	American-16			The change applies to domestic flights and to international flights leaving the U.S., said American spokesman John Hotard.
18393	NYT_ENG_20071112.0090.LDC2009T13	American men-19	nationality	American-18			BOCA CHICA, Dominican Republic -- Saturday is date night in this fading beach town where paunchy American men promenade down the main drag at twilight, their arms draped proudly around lithe young local girls.
9587	APW_ENG_20071122.0477.LDC2009T13	American players-19	nationality	American-18			U.S. PGA commissioner Tim Finchem said by moving to a permanent venue, he hoped the top American players might be attracted to play -- perhaps including No. 1 Tiger Woods and No. 2 Phil Mickelson.
2374	AFP_ENG_20080410.0234.LDC2009T13	George Gillett, their other American co-owner-19	nationality	American-18			Liverpool already had a split at the top of the club after George Gillett, their other American co-owner, revealed his relationship with Hicks had long broken down.
2373	AFP_ENG_20080410.0234.LDC2009T13	American co-owner Tom Hicks-22	nationality	American-19			Liverpool were plunged into fresh turmoil Thursday when, according to a report on Sky Sports television, American co-owner Tom Hicks demanded the resignation of chief executive Rick Parry.It is understood a letter containing a request for Parry's removal arrived at Anfield just two days after Liverpool beat English rivals Arsenal 4-2 in dramatic fashion to go through to the semi-finals of the Champions League.
7427	APW_ENG_20070515.1727.LDC2009T13	American fans-22	nationality	American-21			The rest will go on sale once team and league officials weigh the amount of interest the game generates among American fans and those abroad.
17480	NYT_ENG_20070619.0208.LDC2009T13	American pursuers-23	nationality	American-22			The presence of so many civilians on an urban battlefield affords the operatives from al-Qaida another possible means to elude their American pursuers.
14565	LTW_ENG_20071128.0003.LDC2009T13	American activist/journalist Brad Will-28	nationality	American-25			Before order was restored in December, the riots claimed the lives of at least nine and as many as 20 people, including American activist/journalist Brad Will.
5827	APW_ENG_20070202.1273.LDC2009T13	American Idol-27	nationality	American-26			Sen. Barack Obama began his speech to members of the Democratic National Committee with a joke about how the contest feels a little like American Idol or Survivor reality shows.
10699	APW_ENG_20080424.0202.LDC2009T13	American processing plant-28	nationality	American-26			Japan will not impose a blanket ban on U.S. beef imports, despite the discovery of a spinal column in a meat shipment from an American processing plant, a government spokesman said Thursday.
17212	NYT_ENG_20070518.0157.LDC2009T13	American workers-28	nationality	American-27			Andy Wisbecker, a vice president of the 9,000 member Northwest chapter of the Association of Flight Attendants, said it's a sad day for American workers whose taxes pay for the court system.
7794	APW_ENG_20070621.0078.LDC2009T13	American World War II veterans-7	nationality	American-3			Some 200 American World War II veterans were on hand for the center's June 6, 2007, inauguration, along with 15 who had fought on the beaches, some of whom hadn't been back since the war, Aristegui said.
19570	NYT_ENG_20080421.0149.LDC2009T13	American Idol-31	nationality	American-30			In politics as in show business too many appearances can weaken their value: All three presidential candidates taped appeals for donations for a special star-studded episode of American Idol this month and all three were bumped by bigger stars (Reese Witherspoon, Miley Cyrus) and relegated to the next night.
2129	AFP_ENG_20080305.0322.LDC2009T13	Hogarth, an American-4	nationality	American-4			Hogarth, an American, helped persuade Japan last year to suspend its plans to kill humpback whales for the first time in four decades.
18471	NYT_ENG_20071112.0090.LDC2009T13	Koenig, an American-4	nationality	American-4			Koenig, an American who grew up in Delaware, had a degree in microbiology when she married a Dominican, and he invited her to join him in paradise, she says.
9555	APW_ENG_20071122.0477.LDC2009T13	American players-6	nationality	American-5			With 13 other higher-ranked American players declining to play in the team event at the Mission Hills Golf Club, Weekley -- ranked No. 43 on the world list -- and his partner showed the depth of American golf.
11633	APW_ENG_20080804.0029.LDC2009T13	Chris Warner, an American-5	nationality	American-5			Chris Warner, an American who climbed K-2 last year, said it was the deadliest place on the mountain, the fall from there down the south face is some 9,000 feet (2,740 meters).
7170	APW_ENG_20070423.1050.LDC2009T13	American Soldier-7	nationality	American-6			and I Am an American Soldier: One Year in Iraq in the 101st Airborne, for which filmmaker John Laurence documented soldiers' lives for 14 months.
10515	APW_ENG_20080409.0933.LDC2009T13	Gerard Arpey, the chief executive of American-8	nationality	American-8			Gerard Arpey, the chief executive of American and its parent, AMR Corp., apologized for the inconvenience and said the airline was working to comply with FAA orders.
6629	APW_ENG_20070323.1462.LDC2009T13	Gaston Gaudio, Argentina-4	nationality	Argentina-4			Gaston Gaudio, Argentina, def.
6639	APW_ENG_20070323.1462.LDC2009T13	Juan Monaco, Argentina-4	nationality	Argentina-4			Juan Monaco, Argentina, 6-2, 6-2.
6636	APW_ENG_20070323.1462.LDC2009T13	Sergio Roitman, Argentina-4	nationality	Argentina-4			Sergio Roitman, Argentina, 4-6, 6-3, 6-1.
21372	XIN_ENG_20080103.0146.LDC2009T13	Argentine Jose Acasuso-15	nationality	Argentine-13			Top seed Lleyton Hewitt of Australia scored an identical 6-2 to beat Argentine Jose Acasuso to make the last eight of the Adelaide International on Thursday.
3306	AFP_ENG_20080810.0417.LDC2009T13	breaker Stephanie Rice of Australia-19	nationality	Australia-19			Coventry, who finished runner-up in the 400m medley final behind world record- breaker Stephanie Rice of Australia, was also under the previous world mark in that demanding race.
2067	AFP_ENG_20080129.0608.LDC2009T13	Australia's Chief medical officer-6	nationality	Australia-2			Cricket Australia's Chief medical officer Dr Trefor James said it was clear that Tait needed a break from cricket at all levels.
6651	APW_ENG_20070323.1462.LDC2009T13	Nicole Pratt, Australia-4	nationality	Australia-4			Nicole Pratt, Australia, 6-3, 3-6, 6-3.
21372	XIN_ENG_20080103.0146.LDC2009T13	seed Lleyton Hewitt of Australia-6	nationality	Australia-6			Top seed Lleyton Hewitt of Australia scored an identical 6-2 to beat Argentine Jose Acasuso to make the last eight of the Adelaide International on Thursday.
1650	AFP_ENG_20071121.0417.LDC2009T13	Australian Foreign Minister Alexander Downer-5	nationality	Australian-1			Australian Foreign Minister Alexander Downer expressed optimism that China and India would agree to eventually cut greenhouse gas emissions and said the East Asia Summit pact helped pave the way for a successful Bali meeting.
7503	APW_ENG_20070530.0738.LDC2009T13	Australian geologist-2	nationality	Australian-1			Australian geologist says strong earthquakes likely in Kashmir
3246	AFP_ENG_20080730.0574.LDC2009T13	Australian Olympic team chief John Coates-6	nationality	Australian-1			Australian Olympic team chief John Coates, who is also an IOC member, expressed frustration with the decision to continue to censor the Internet, pointing out that China had gone back on one of its key Olympic promises.
841	AFP_ENG_20070531.0432.LDC2009T13	Australian Stuart O'Grady-17	nationality	Australian-15			The Milram captain asserted himself over some stiff competition from team-mate Sebastian Siedler and Australian Stuart O'Grady.
1376	AFP_ENG_20070913.0634.LDC2009T13	Former Australian captain Ian Chappell-5	nationality	Australian-2			Former Australian captain Ian Chappell said Ricky Ponting's side was complacent and lacked respect for its opposition Thursday after a shock loss to minnows Zimbabwe in the Twenty20 world cup.
3342	AFP_ENG_20080816.0588.LDC2009T13	Australian Jared Tallent-27	nationality	Australian-25			The 22-year-old, who served a one-year drugs ban in the 2005/06 season, beat home 1996 Olympic champion Perez by 14sec, with Australian Jared Tallent a further 27sec adrift in the bronze medal position.
1925	AFP_ENG_20080118.0419.LDC2009T13	Australian golden girl Casey Dellacqua-32	nationality	Australian-28			The French former world No.1 revived questions about being a choker as she blew a one set lead to bow out 3-6, 6-4, 6-4 to Australian golden girl Casey Dellacqua in front a patriotic home crowd on centre court.
6645	APW_ENG_20070323.1462.LDC2009T13	Jurgen Melzer, Austria-4	nationality	Austria-4			Jurgen Melzer, Austria, 6-0, 7-5.
2714	AFP_ENG_20080529.5003.LDC2009T13	Austrian coach Ernst Happel-14	nationality	Austrian-11			Renovated in 1986, the stadium was renamed after legendary Austrian coach Ernst Happel in 1993 and is now a protected landmark.
11778	APW_ENG_20080817.0349.LDC2009T13	Olesya Zamula of Azerbaijan-20	nationality	Azerbaijan-20			Miller got into the bronze medal bracket when Icho reached the finals, and she beat Olesya Zamula of Azerbaijan 2-0, 3-0 in the fourth of her five matches.
1192	AFP_ENG_20070821.0266.LDC2009T13	Basque militants-26	nationality	Basque-25			Prime Minister Francois Fillon met with his Spanish counterpart Jose Luis Rodriguez Zapatero last month following a string of arrests in France of suspected Basque militants.
1927	AFP_ENG_20080118.0419.LDC2009T13	Victoria Azarenka of Belarus-14	nationality	Belarus-14			A dominant Williams strolled to 6-3, 6-4 win over Victoria Azarenka of Belarus while a pumped-up Sharapova downed fellow Russian Elena Vesnina 6-3, 6-0.
6632	APW_ENG_20070323.1462.LDC2009T13	Christophe Rochus, Belgium-4	nationality	Belgium-4			Christophe Rochus, Belgium, 5-7, 7-5, 6-2.
7659	APW_ENG_20070611.1129.LDC2009T13	Tom Boonen, Belgium, Quick-6	nationality	Belgium-4			Tom Boonen, Belgium, Quick Step, :04.
16446	NYT_ENG_20070310.0013.LDC2009T13	Bermuda grass-25	nationality	Bermuda-24			Since October, the resort initiated its typical overseeding program with a rye grass meant to keep the place looking green when the Bermuda grass went dormant.
9012	APW_ENG_20070908.0627.LDC2009T13	Bosnian Serb military commander Ratko Mladic-40	nationality	Bosnian-35			Montenegrin authorities said the priest was banned because he was listed by the U.N. war crimes court for the former Yugoslavia as an alleged helper of fugitives sought by the court -- including former Bosnian Serb military commander Ratko Mladic and wartime leader Radovan Karadzic -- and is subject to an EU travel ban.
1823	AFP_ENG_20071223.0235.LDC2009T13	Brazilian playmaker-14	nationality	Brazilian-13			In an interview with Croat newspaper Sportske Novosti, the 25 -year-old Brazilian playmaker said: It's true that we've talked about extending my contract until 2013 and we'll do that as soon as the club invites me to sign.
8106	APW_ENG_20070709.0936.LDC2009T13	Jean Charles de Menezes, a Brazilian electrician-18	nationality	Brazilian-17			A day after the failed attacks, police shot dead Jean Charles de Menezes, a Brazilian electrician they mistook for one of the bombers.
2341	AFP_ENG_20080406.0210.LDC2009T13	Brazilian import Taddei-20	nationality	Brazilian-18			Roma, still without injured talismanic skipper Francesco Totti, were in front after 14 minutes when Brazilian import Taddei scored from a cross by Max Tonnetto.
12186	APW_ENG_20081001.0688.LDC2009T13	Brazilian President Luiz Inacio Lula da Silva-14	nationality	Brazilian-8			They didn't, a grim-faced Brazilian President Luiz Inacio Lula da Silva said Tuesday.
68	AFP_ENG_20070116.0198.LDC2009T13	Britain's finance minister-4	nationality	Britain-1			Britain's finance minister heads to India
15855	NYT_ENG_20070123.0229.LDC2009T13	regulator, the Financial Services Authority of Britain-20	nationality	Britain-20			Markets that trade in London are required to certify to the main regulator, the Financial Services Authority of Britain, that they are recognized investment exchanges.
7647	APW_ENG_20070611.1129.LDC2009T13	Bradley Wiggins, Britain, Cofidis, 5 hours, 39 minutes, 55 seconds-15	nationality	Britain-4			Bradley Wiggins, Britain, Cofidis, 5 hours, 39 minutes, 55 seconds.
339	AFP_ENG_20070307.0556.LDC2009T13	British lawmakers-2	nationality	British-1			British lawmakers back fully elected House of Lords
4025	AFP_ENG_20081104.0399.LDC2009T13	British PM-2	nationality	British-1			British PM says Gulf to unveil IMF boost at G20 summit
4026	AFP_ENG_20081104.0399.LDC2009T13	British Prime Minister Gordon Brown-5	nationality	British-1			British Prime Minister Gordon Brown said on Tuesday he believed Gulf states would announce extra money for an IMF bailout fund at this month's G20 summit in Washington on the world financial crisis.
1013	AFP_ENG_20070704.0104.LDC2009T13	British prosecutors-2	nationality	British-1			British prosecutors have charged Lugovoi, a former KGB agent turned businessman, with murdering Litvinenko last November using the radioactive isotope polonium-210.
6730	APW_ENG_20070328.1248.LDC2009T13	British sailors-11	nationality	British-10			Iran broadcast the first pictures Wednesday of the 15 British sailors and marines it seized last week, including a female captive who wore a white tunic and a black head scarf and said the British boats had trespassed in Iranian waters.
16903	NYT_ENG_20070413.0234.LDC2009T13	Riza, a British citizen-16	nationality	British-15			Wolfowitz remained out of public view on Friday, as did Riza, a British citizen who was born in Libya.
6734	APW_ENG_20070328.1248.LDC2009T13	British sailor Faye Turney-19	nationality	British-16			In the footage aired by Al-Alam, an Arabic-language, Iranian state-run television station, British sailor Faye Turney contradicts her government's claim that the team had not entered Iranian waters.
21770	XIN_ENG_20080729.0322.LDC2009T13	British canoist David Florence-20	nationality	British-17			The water course is very good, but it is tricky and tough, British canoist David Florence said after a one-hour afternoon training session at the Shunyi Olympic Rowing and Canoeing Park, venue for the Olympic rowing, canoeing, and marathon swimming events.
10110	APW_ENG_20080207.1075.LDC2009T13	British Foreign Office spokesperson-20	nationality	British-17			We have the ability to do so and nothing has been ruled out, a British Foreign Office spokesperson said on condition of anonymity, in keeping with the ministry's regulations.
6793	APW_ENG_20070404.0794.LDC2009T13	British sailors-19	nationality	British-18			TEHRAN, Iran -- Iranian President Mahmoud Ahmadinejad announces that his government will release the 15 detained British sailors and marines as an Easter gift to the British people.
1604	AFP_ENG_20071119.0091.LDC2009T13	British official-3	nationality	British-2			Another British official stressed that our position is unchanged.... If he does turn up then the prime minister won't attend and neither will any senior minister.
1012	AFP_ENG_20070704.0104.LDC2009T13	British Ambassador-28	nationality	British-27			In the last five weeks we have not received an official answer to the request to extradite Andrei Lugovoi, news agency Interfax quoted British Ambassador to Russia Anthony Brenton as saying in an interview.
17740	NYT_ENG_20070720.0241.LDC2009T13	Emyr Jones Parry, the British ambassador-28	nationality	British-27			Asked beforehand why the sponsors would not allow a vote to go forward and let the Russians cast their veto, Emyr Jones Parry, the British ambassador, said, We didn't want high drama, which might have had consequences in the region.
329	AFP_ENG_20070306.0516.LDC2009T13	British composers-4	nationality	British-3			Works by British composers will feature highly on the programme of this year's festival.
1956	AFP_ENG_20080123.0352.LDC2009T13	British investigators-4	nationality	British-3			French and British investigators have concluded that the crash was a tragic accident.
1011	AFP_ENG_20070704.0104.LDC2009T13	British diplomat-31	nationality	British-30			Russia has yet to respond formally to Britain's request five weeks ago to extradite the chief suspect in the London murder of ex-Russian agent Alexander Litvinenko, a British diplomat said Wednesday.
6792	APW_ENG_20070404.0794.LDC2009T13	British sailors-5	nationality	British-4			Iranian president says British sailors will be freed shortly
9607	APW_ENG_20071122.1136.LDC2009T13	British Prime Minister Gordon Brown-9	nationality	British-5			In a statement, British Prime Minister Gordon Brown said: Commonwealth Ministers have made their clear and necessary decision on suspension of Pakistan from the Commonwealth.
6752	APW_ENG_20070328.1248.LDC2009T13	British Prime Minister Tony Blair-9	nationality	British-5			President Bush spoke to British Prime Minister Tony Blair over a secured video conference call about the standoff Wednesday.
5099	APW_ENG_20070109.1254.LDC2009T13	British woman-6	nationality	British-5			Italians seeking arrest of British woman who married Mafia boss
4039	AFP_ENG_20081104.0399.LDC2009T13	Brown, the former British finance minister-7	nationality	British-5			Brown, the former British finance minister whose struggling premiership has been boosted by his handling of the financial crisis, also wants China to give extra.
532	AFP_ENG_20070401.0408.LDC2009T13	British Defence Secretary Des Browne-13	nationality	British-9			In an interview from Afghanistan earlier Sunday, British Defence Secretary Des Browne said: We are in direct bilateral communication with the Iranians and they know that not only are we in a very clear position but that we have the support of almost all of the international community.
7564	APW_ENG_20070602.0097.LDC2009T13	Canadian Heritage Minister Bev Oda-5	nationality	Canadian-1			Canadian Heritage Minister Bev Oda said the legislation averts a Warner Bros. threat to cancel Canadian preview showings of likely summer hits such as the latest Harry Potter sequel.
6961	APW_ENG_20070409.0043.LDC2009T13	Canadian Prime Minister Stephen Harper-5	nationality	Canadian-1			Canadian Prime Minister Stephen Harper confirmed they were Canadian troops, Canadian Press reported.
9371	APW_ENG_20071101.0251.LDC2009T13	Canadian Christopher Paul Neil-22	nationality	Canadian-19			The case comes just weeks after a worldwide manhunt for another suspected pedophile ended with the arrest of Canadian Christopher Paul Neil in Thailand.
10111	APW_ENG_20080207.1075.LDC2009T13	Canadian official-3	nationality	Canadian-2			A Canadian official also said his country was applying similar visa restrictions.
10112	APW_ENG_20080207.1075.LDC2009T13	Canadian High Commissioner Ross Hynes-11	nationality	Canadian-7			The Standard daily on Thursday quoted Canadian High Commissioner Ross Hynes as saying that Canada wanted to pass a strong message to the politicians that the ban is real and will happen.
21109	XIN_ENG_20070928.0097.LDC2009T13	Chinese Ambassador-2	nationality	Chinese-1			Chinese Ambassador to Russia Liu Guchang lauded the Sino-Russian relations, which he said are in the best period for a full-scale and rapid development.
22192	XIN_ENG_20081223.0324.LDC2009T13	Chinese legislators-2	nationality	Chinese-1			Chinese legislators are considering imposing harsher penalties on animal breeders and pet owners whose animals attack people under a tort draft submitted to the 11th National People's Congress (NPC) Standing Committee for a second reading Monday
21064	XIN_ENG_20070904.0221.LDC2009T13	Chinese Vice President Zeng Qinghong-5	nationality	Chinese-1			Chinese Vice President Zeng Qinghong met here Tuesday with a visiting Japanese young leader delegation headed by Anami Koreshige, an ambassador from the Japanese Foreign Ministry.
2147	AFP_ENG_20080309.0463.LDC2009T13	Chinese all-star Yao Ming-13	nationality	Chinese-10			The Rockets won their sixth in a row since Chinese all-star Yao Ming went out for the season with a stress fracture in his left foot.
21038	XIN_ENG_20070818.0278.LDC2009T13	Chinese citizen-11	nationality	Chinese-10			Meanwhile, the Chinese Embassy in Peru said a Chinese citizen was injured in the quake.
663	AFP_ENG_20070426.0153.LDC2009T13	Chinese workers-11	nationality	Chinese-10			The Ethiopia attack followed three separate kidnappings involving 14 Chinese workers in Nigeria this year.
2522	AFP_ENG_20080507.0747.LDC2009T13	Chinese President Hu Jintao-14	nationality	Chinese-11			Japanese Prime Minister Yasuo Fukuda said Wednesday after talks with Chinese President Hu Jintao that the Asian powers hoped to resolve a row over gas fields as soon as possible.
21876	XIN_ENG_20080816.0437.LDC2009T13	Chinese veteran shooter-17	nationality	Chinese-15			Hancock is not only talented, he is a genius, said Chinese veteran shooter Zhang Shan, gold medalist in skeet at the 1992 Barcelona Olympics.
1898	AFP_ENG_20080115.0642.LDC2009T13	Chinese leaders-18	nationality	Chinese-17			Brown will arrive in China on Friday for a visit that will include meetings with top Chinese leaders aimed at bolstering ties, and tours of 2008 Beijing Olympic sites, foreign ministry spokeswoman Jiang Yu told reporters.
21027	XIN_ENG_20070808.0243.LDC2009T13	Chinese foreign minister Yang Jiechi-26	nationality	Chinese-22			Economic development in our region is still unbalanced and some countries still lag behind in economic and social development,  Chinese foreign minister Yang Jiechi said to his counterparts in Manila, The overall competitiveness of East Asia needs to be enhanced.
7994	APW_ENG_20070703.1244.LDC2009T13	Chinese nationals-23	nationality	Chinese-22			However, the clerics have steadily raised the stakes, staging kidnappings of police officers and alleged prostitutes, including several Chinese nationals, and repeatedly threatening suicide attacks if security forces intervene.
3244	AFP_ENG_20080730.0574.LDC2009T13	Chinese officials-26	nationality	Chinese-25			The head of the International Olympic Committee's press commission, Kevan Gosper, told AFP that he would take the matter up with Chinese officials.
9568	APW_ENG_20071122.0477.LDC2009T13	Chinese journalists-4	nationality	Chinese-3			Weekley charmed Chinese journalists with his broad, southern drawl.
5762	APW_ENG_20070202.1061.LDC2009T13	Chinese President Hu Jintao-7	nationality	Chinese-4			KHARTOUM, Sudan -- Chinese President Hu Jintao urges Sudan's Omar al-Bashir to work harder to bring more Darfur rebels into the peace process, a Sudanese official tells the AP.
2787	AFP_ENG_20080705.0237.LDC2009T13	Chinese officials-43	nationality	Chinese-42			There is a growing perception among the Tibetans and my friends that the whole tactic of the Chinese government is to engage us to stall for time, said Lodi Gyari, who led the two-man team which met Chinese officials in Beijing.
13367	CNA_ENG_20071201.0011.LDC2009T13	Chinese professionals-50	nationality	Chinese-49			It will also be necessary to boost competitiveness through such steps as revamping tax policy, restructuring the financial system, carrying out educational reform, creating a more transparent, consistent and even-handed regulatory regime, and liberalizing rules on work permits for foreign and mainland Chinese professionals, said the AmCham press release.
8680	APW_ENG_20070807.0411.LDC2009T13	Chinese official-6	nationality	Chinese-5			He is the highest-level Chinese official to be dismissed in a decade and is accused of being at the center of the high-profile scandal in which US$400 million (euro290 million) in pension funds were improperly invested in real estate and road toll projects.
6635	APW_ENG_20070323.1462.LDC2009T13	Alejandro Falla, Colombia-4	nationality	Colombia-4			Alejandro Falla, Colombia, def.
12172	APW_ENG_20081001.0688.LDC2009T13	President Oscar Arias of Costa Rica-21	nationality	Costa Rica-21			The managers of big business took huge risks out of greed, said President Oscar Arias of Costa Rica, whose economy is highly dependent on U.S. trade.
14319	LTW_ENG_20071008.0026.LDC2009T13	Costa Rican voters-3	nationality	Costa Rican-2			Costa Rican voters gave an almost certain thumbs up to a controversial free-trade agreement with the United States in a national referendum that had bitterly divided that Latin America nation.
5352	APW_ENG_20070117.0390.LDC2009T13	Jelena Kostanic Tosic, Croatia-5	nationality	Croatia-5			Jelena Kostanic Tosic, Croatia, vs. Samantha Stosur (24), Australia
1697	AFP_ENG_20071202.0230.LDC2009T13	Cuban leader-3	nationality	Cuban-2			Ailing Cuban leader Fidel Castro was nominated Sunday as a National Assembly candidate by local officials here, clearing the way for a possible return to the presidency.
1214	AFP_ENG_20070822.0298.LDC2009T13	Czech prime minister-21	nationality	Czech-19			Russia on Wednesday gatecrashed an EU monopoly on choosing the head of the IMF by nominating a former Czech prime minister and challenging the European Union to allow fair competition for the post.
7570	APW_ENG_20070602.0827.LDC2009T13	Danish players-12	nationality	Danish-11			A spectator ran toward Fandel, but was intercepted by Danish players.
7568	APW_ENG_20070602.0827.LDC2009T13	Danish fan-18	nationality	Danish-17			Sweden was awarded a 3-0 win Saturday over Denmark in a European Championship qualifier after a Danish fan tried to attack the referee for giving a late penalty.
1410	AFP_ENG_20070918.0018.LDC2009T13	Danish writer Adam Oehenschlaeger-22	nationality	Danish-19			The horns are a national symbol known to all and have even inspired a famous poem penned by Danish writer Adam Oehenschlaeger.
8427	APW_ENG_20070726.0328.LDC2009T13	Danish reporter of Afghan origin-6	nationality	Danish-2			A Danish reporter of Afghan origin escaped a kidnap attempt in eastern Afghanistan on Wednesday, the Danish Foreign Ministry said.
3746	AFP_ENG_20081004.0106.LDC2009T13	Dutch international Wesley Sneijder-4	nationality	Dutch-1			Dutch international Wesley Sneijder has recovered from a knee injury earlier than expected and will play for Real Madrid at Espanyol on Sunday, coach Bernd Schuster said Saturday.
21147	XIN_ENG_20071017.0453.LDC2009T13	Dutch voters-26	nationality	Dutch-25			The treaty will replace the controversial Constitutional Treaty, which was signed by EU states in 2004 but was permanently frozen after French and Dutch voters gave it a thumbs-down in 2005.
833	AFP_ENG_20070530.0478.LDC2009T13	Dutch veteran Brenda Schultz-29	nationality	Dutch-26			Williams set the old mark of 204kmh (127mph) in 1998 in a quarter-final win against Mary Pierce in Zurich which was broken by Dutch veteran Brenda Schultz- McCarthy who hit a serve of 209kmh (130mph) in Cincinnati last July.
21905	XIN_ENG_20080831.0032.LDC2009T13	Egyptian intelligence chief Omar Suleiman-5	nationality	Egyptian-1			Egyptian intelligence chief Omar Suleiman held talks on Sunday with a delegation of the Popular Front for the Liberation of Palestine (PFLP) on means to settle the current inter-Palestinian crisis, the Egyptian MENA news agency reported.
7958	APW_ENG_20070701.0319.LDC2009T13	Egyptian leaders-12	nationality	Egyptian-11			The meeting brought him together with Israeli, Palestinian and Egyptian leaders as a show of support for Palestinian President Mahmoud Abbas of Fatah.
20950	XIN_ENG_20070709.0308.LDC2009T13	Egyptian Minister of Petroleum Sameh Fahmi-7	nationality	Egyptian-2			The Egyptian Minister of Petroleum Sameh Fahmi said Monday the natural gas reserves of his country reached 72.3 trillion cubic feet by the end of the fiscal year ending on June 30, the official MENA news agency reported.
6816	APW_ENG_20070404.0794.LDC2009T13	Egyptian mummy-22	nationality	Egyptian-21			PARIS -- Supposed remains of 15th century French heroine Joan of Arc are, in fact, those of an Egyptian mummy, says an international team of researchers, who used high-tech forensic science to expose the fake.
9333	APW_ENG_20071030.1383.LDC2009T13	Egyptian President Hosni Mubarak-30	nationality	Egyptian-27			We have told the Israelis that they are wrong in adopting these measures, which we fully reject, Abbas said after meeting with Egyptian President Hosni Mubarak in Cairo.
10382	APW_ENG_20080324.0919.LDC2009T13	Egyptian President Hosni Mubarak-8	nationality	Egyptian-5			The Egyptian-born al-Zawahri accused Egyptian President Hosni Mubarak of colluding with Israel in the siege of Gaza.
7701	APW_ENG_20070613.0578.LDC2009T13	Egyptian mediators-9	nationality	Egyptian-8			It ignored pleas by Abbas and exasperated Egyptian mediators to honor a cease-fire, and appeared to be moving ahead according to a plan.
4183	AFP_ENG_20081118.0095.LDC2009T13	England's injured stars-16	nationality	England-13			Chelsea defender John Terry said Tuesday he refuses to believe any of England's injured stars would willingly spurn the chance to play for their country - especially against Germany.
1744	AFP_ENG_20071214.0417.LDC2009T13	Former England captain Paul Ince-5	nationality	England-2			Former England captain Paul Ince said Capello's impending appointment is a sad indictment of English football.
1759	AFP_ENG_20071214.0417.LDC2009T13	England player, Tony Adams-7	nationality	England-3			Another former England player, Tony Adams, said he was a huge admirer of Capello's, having visited the Italian at Juventus to get a sneak view at some of his coaching methods.
368	AFP_ENG_20070307.0556.LDC2009T13	England archbishops-8	nationality	England-7			It also features 26 Church of England archbishops and bishops and 12 Law Lords -- members of Britain's highest appeal court.
5222	APW_ENG_20070111.1225.LDC2009T13	England coach Steve McClaren-10	nationality	England-7			Then, on Aug. 11, England coach Steve McClaren dropped Beckham from the team altogether, signaling the end of his international career.
1384	AFP_ENG_20070913.0634.LDC2009T13	opponents, England-9	nationality	England-9			He also warned Australia's next opponents, England, to expect a backlash.
1753	AFP_ENG_20071214.0417.LDC2009T13	English coaches-11	nationality	English-10			Despite the 61-year-old Capello expressing a desire to have English coaches as part of his set-up, he is expected to bring three or four fellow Italians with him for his coaching staff, including his trusted aide Franco Baldini as his assistant.
2373	AFP_ENG_20080410.0234.LDC2009T13	English rivals-53	nationality	English-52			Liverpool were plunged into fresh turmoil Thursday when, according to a report on Sky Sports television, American co-owner Tom Hicks demanded the resignation of chief executive Rick Parry.It is understood a letter containing a request for Parry's removal arrived at Anfield just two days after Liverpool beat English rivals Arsenal 4-2 in dramatic fashion to go through to the semi-finals of the Champions League.
3511	AFP_ENG_20080911.0307.LDC2009T13	Ethiopian dictator Haile Mengistu Mariam, whose regime-18	nationality	Ethiopian-11			Osman was a member of the EPLF, which fought Ethiopian dictator Haile Mengistu Mariam, whose regime slaughtered tens of thousands until he was toppled in 1991.
8387	APW_ENG_20070723.0564.LDC2009T13	EU regulators-2	nationality	EU-1			EU regulators on Monday warned Austria that it cannot ban heavy trucks from an Alpine highway linking the country with Germany.
21146	XIN_ENG_20071017.0453.LDC2009T13	EU president-12	nationality	EU-11			At the informal summit, hosted annually by the incumbent EU president in autumn, national leaders will look at the Reform Treaty prepared by the intergovernmental conference (IGC) according to the guidelines set out by the leaders after a marathon meeting in June.
