SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
10038	APW_ENG_20080129.1460.LDC2009T13	Charles Robb, a former Democratic senator-10	jobTitle	senator-10	1		Panel members include Charles Robb, a former Democratic senator who served on the Iraq Study Group, and David Abshire, who helped organize the Iraq study.
10048	APW_ENG_20080205.1412.LDC2009T13	Maharishi Mahesh Yogi, the Indian guru-7	nationality	indian-6	1		Maharishi Mahesh Yogi, the Indian guru who taught transcendental meditation to the Beatles and millions of others around the world, has died, a spokesman says.
10077	APW_ENG_20080206.0199.LDC2009T13	Chinalco President Xiao Yaqing-4	jobTitle	president-2	1		Chinalco President Xiao Yaqing said this week in Australia that the stake it took in Rio Tinto reflected his company's confidence in the global economic outlook and the ability of Rio Tinto's management.
10093	APW_ENG_20080206.0726.LDC2009T13	Adela Jansen, the secretary-general of the Romanian Development Bank Societe Generale-12	jobTitle	secretary-general-5	1		Adela Jansen, the secretary-general of the Romanian Development Bank Societe Generale, said that "in less than two hours, the bank had managed to block most of the sum."
10097	APW_ENG_20080207.1075.LDC2009T13	Kenyan politicians-13	nationality	kenyan-12	1		The U.S. said Thursday it was threatening to bar 10 leading Kenyan politicians and businessmen -- with ties to both the president's party and his rival's -- from entering the United States, as international pressure mounted on talks to resolve the political crisis over disputed elections and to end violence.
10110	APW_ENG_20080207.1075.LDC2009T13	British Foreign Office spokesperson-20	nationality	british-17	1		We have the ability to do so and nothing has been ruled out," a British Foreign Office spokesperson said on condition of anonymity, in keeping with the ministry's regulations.
10111	APW_ENG_20080207.1075.LDC2009T13	Canadian official-3	nationality	canadian-2	1		A Canadian official also said his country was applying similar visa restrictions.
10112	APW_ENG_20080207.1075.LDC2009T13	Canadian High Commissioner Ross Hynes-11	nationality	canadian-7	1		The Standard daily on Thursday quoted Canadian High Commissioner Ross Hynes as saying that Canada wanted to pass "a strong message to the politicians that the ban is real and will happen."
10169	APW_ENG_20080208.0306.LDC2009T13	President Harry Truman-3	jobTitle	president-1	1		President Harry Truman had the lowest rating ever in the Gallup Poll with 23 percent approval in 1952 during the Korean War
10170	APW_ENG_20080208.0306.LDC2009T13	President Richard Nixon-3	jobTitle	president-1	1		President Richard Nixon reached 24 percent during the summer of 1974 before he resigned during the Watergate scandal.
10225	APW_ENG_20080229.0277.LDC2009T13	Tamil rebels-20	nationality	tamil-19	1		A suicide bomber ignited a blast Friday when police knocked on a house door during a sweep targeting Tamil rebels in Sri Lanka's capital and the explosion wounded seven people, including three police officers, the military said.
10231	APW_ENG_20080229.0277.LDC2009T13	Anil Jasinghe, a doctor-19	jobTitle	doctor-19	1		Three policemen and four civilians were being treated at Colombo National Hospital, said Anil Jasinghe, a doctor at the hospital.
10242	APW_ENG_20080306.1315.LDC2009T13	Michael Kucharek, spokesman-4	jobTitle	spokesman-4	1		Michael Kucharek, spokesman for U.S. Northern Command, told The Associated Press on Thursday that the decision was made after crews were allowed access to at least one base.
10261	APW_ENG_20080306.1575.LDC2009T13	Sevilla coach-6	city	sevilla-5	1		Led by the former Sevilla coach, Tottenham already has won one trophy this season but lost at White Hart Lane to a 34th-minute goal by Jefferson Farfan.
10262	APW_ENG_20080306.1575.LDC2009T13	Defender Gilberto-2	jobTitle	defender-1	1		Defender Gilberto, who was making his debut after joining Spurs in January, gave the ball away to Farfan midway inside his own half and the PSV midfielder ran forward before curling a shot past Tottenham goalkeeper Paul Robinson.
10262	APW_ENG_20080306.1575.LDC2009T13	Tottenham goalkeeper Paul Robinson-40	jobTitle	goalkeeper-38	1		Defender Gilberto, who was making his debut after joining Spurs in January, gave the ball away to Farfan midway inside his own half and the PSV midfielder ran forward before curling a shot past Tottenham goalkeeper Paul Robinson.
10273	APW_ENG_20080308.0234.LDC2009T13	President George W. Bush-4	jobTitle	president-1	1		President George W. Bush is poised to veto legislation that would bar the CIA from using waterboarding -- a technique that simulates drowning -- and other harsh interrogation methods on terror suspects.
10282	APW_ENG_20080308.0234.LDC2009T13	Democratic Sen. Edward Kennedy-22	jobTitle	sen.-20	1		"President Bush's veto will be one of the most shameful acts of his presidency," Democratic Sen. Edward Kennedy said in a statement Friday.
10306	APW_ENG_20080314.1686.LDC2009T13	King Henry VI-10	jobTitle	king-8	1		Eton College, founded in 1440 by King Henry VI, is home for 1,300 boys between the ages of 13 and 18 who all board at the school, some 25 miles (40 kilometers) west of London.
10324	APW_ENG_20080321.0157.LDC2009T13	Romanian soldiers-3	nationality	romanian-2	1		Five Romanian soldiers have died and 20 have been wounded since the country first sent troops to Afghanistan in 2002.
10354	APW_ENG_20080324.0919.LDC2009T13	Islam's Prophet Muhammad-48	religion	islam-45	1		The al-Zawahri tape came just days after two messages from Osama bin Laden, who called for a holy war to liberate the Palestinian territories and warned of a "severe" reaction against Europe over the recent publishing of cartoons seen as insulting Islam's Prophet Muhammad in Danish newspapers.
10356	APW_ENG_20080324.0919.LDC2009T13	Islam's Prophet Muhammad-30	religion	islam-27	1		In another message last week, bin Laden warned of a "severe" reaction against Europe after Danish papers published a cartoon seen as insulting Islam's Prophet Muhammad.
10382	APW_ENG_20080324.0919.LDC2009T13	Egyptian President Hosni Mubarak-8	jobTitle	president-6	1		The Egyptian-born al-Zawahri accused Egyptian President Hosni Mubarak of colluding with Israel in the siege of Gaza.
10382	APW_ENG_20080324.0919.LDC2009T13	Egyptian President Hosni Mubarak-8	nationality	egyptian-5	1		The Egyptian-born al-Zawahri accused Egyptian President Hosni Mubarak of colluding with Israel in the siege of Gaza.
10384	APW_ENG_20080324.0919.LDC2009T13	Lebanese Phalangists-13	nationality	lebanese-12	1		He said Mubarak "repeats the same dirty role" as the Lebanese Phalangists -- a Christian militia that was allied with Israel in Lebanon's 1975-1990 civil war and was blamed in the massacre of Palestinian refugees in the Beirut camps of Sabra and Shatila.
10384	APW_ENG_20080324.0919.LDC2009T13	Christian militia-17	religion	christian-16	1		He said Mubarak "repeats the same dirty role" as the Lebanese Phalangists -- a Christian militia that was allied with Israel in Lebanon's 1975-1990 civil war and was blamed in the massacre of Palestinian refugees in the Beirut camps of Sabra and Shatila.
10384	APW_ENG_20080324.0919.LDC2009T13	Palestinian refugees-37	nationality	palestinian-36	1		He said Mubarak "repeats the same dirty role" as the Lebanese Phalangists -- a Christian militia that was allied with Israel in Lebanon's 1975-1990 civil war and was blamed in the massacre of Palestinian refugees in the Beirut camps of Sabra and Shatila.
10397	APW_ENG_20080326.0843.LDC2009T13	Defense Secretary Robert Gates-9	jobTitle	defense secretary-7	1		Bush heard on Tuesday from Defense Secretary Robert Gates.
10415	APW_ENG_20080401.1042.LDC2009T13	President George W. Bush-13	jobTitle	president-10	1		They have held off on approving all the money President George W. Bush wants for the war this year.
10458	APW_ENG_20080406.0194.LDC2009T13	U.S. President George W. Bush-5	jobTitle	president-2	1		U.S. President George W. Bush and Russian President Vladimir Putin have opened their final talks.
10458	APW_ENG_20080406.0194.LDC2009T13	Russian President Vladimir Putin-10	nationality	russian-7	1		U.S. President George W. Bush and Russian President Vladimir Putin have opened their final talks.
10458	APW_ENG_20080406.0194.LDC2009T13	U.S. President George W. Bush-5	nationality	u.s.-1	1		U.S. President George W. Bush and Russian President Vladimir Putin have opened their final talks.
10458	APW_ENG_20080406.0194.LDC2009T13	Russian President Vladimir Putin-10	jobTitle	president-8	1		U.S. President George W. Bush and Russian President Vladimir Putin have opened their final talks.
10479	APW_ENG_20080409.0590.LDC2009T13	Prime Minister Yousaf Raza Gilani-8	jobTitle	prime minister-5	1		Musharraf and new Prime Minister Yousaf Raza Gilani strongly condemned the two attacks, issuing a joint statement saying such "hooliganism" was designed to undercut political cooperation.
10515	APW_ENG_20080409.0933.LDC2009T13	Gerard Arpey, the chief executive of American-8	jobTitle	chief executive-6	1		Gerard Arpey, the chief executive of American and its parent, AMR Corp., apologized for the inconvenience and said the airline was working to comply with FAA orders.
10515	APW_ENG_20080409.0933.LDC2009T13	Gerard Arpey, the chief executive of American-8	nationality	american-8	1		Gerard Arpey, the chief executive of American and its parent, AMR Corp., apologized for the inconvenience and said the airline was working to comply with FAA orders.
10518	APW_ENG_20080409.0933.LDC2009T13	Jamie Baker, an analyst-5	jobTitle	analyst-5	1		Jamie Baker, an analyst with JPMorgan, said in a recent note to clients that he expects airline revenue to decline significantly beginning in the April-June second quarter due to the one-two punch of costly fuel and a possible recession.
10583	APW_ENG_20080421.0526.LDC2009T13	South African observer-21	nationality	south african-20	1		The recounting of 23 contested parliamentary seats from last month's election is "fatally flawed," a South African observer said Monday as state media reported that the process might drag on all week.
10595	APW_ENG_20080421.0526.LDC2009T13	MDC Secretary-General Tendai Biti-4	jobTitle	secretary-general-2	1		MDC Secretary-General Tendai Biti said Sunday that there were clear signs of irregularities in the recount.
10711	APW_ENG_20080424.0202.LDC2009T13	Health Minister Yoichi Masuzoe-13	jobTitle	health minister-11	1		"This should not happen again," said Health Minister Yoichi Masuzoe.
10740	APW_ENG_20080425.0437.LDC2009T13	Texas' 3rd Court of Appeals-11	province	texas-6	1		Earlier in the day, Texas' 3rd Court of Appeals rejected the mothers' pleas to immediately stop authorities from busing the children taken from the ranch to foster homes.
10756	APW_ENG_20080425.0437.LDC2009T13	Child Protective Services spokesman Darrell Azar-17	jobTitle	spokesman-15	1		"It's really what we found that mattered," Child Protective Services spokesman Darrell Azar said.
10775	APW_ENG_20080428.0293.LDC2009T13	Rebel spokesman Rasiah Ilanthirayan-4	jobTitle	spokesman-2	1		Rebel spokesman Rasiah Ilanthirayan could not be reached for comment.
10784	APW_ENG_20080429.0128.LDC2009T13	U.S. citizens-25	nationality	u.s.-24	1		Vietnam, where growing numbers of Americans have turned to adopt a baby, announced it would stop processing new adoption applications from U.S. citizens in July following allegations of baby-selling, corruption and fraud.
10789	APW_ENG_20080429.0128.LDC2009T13	Vietnamese children-21	nationality	vietnamese-20	1		U.S. adoptions have boomed in Vietnam, with Americans -- including actress Angelina Jolie -- adopting more than 1,200 Vietnamese children over the 18 months ending in March.
10789	APW_ENG_20080429.0128.LDC2009T13	actress Angelina Jolie-14	jobTitle	actress-12	1		U.S. adoptions have boomed in Vietnam, with Americans -- including actress Angelina Jolie -- adopting more than 1,200 Vietnamese children over the 18 months ending in March.
10809	APW_ENG_20080429.0128.LDC2009T13	Linda Brownlee, executive director of a Washington-based international adoption agency-11	jobTitle	executive director-5	1		Linda Brownlee, executive director of a Washington-based international adoption agency, said the decision would mean that 20 families on its waiting list will not be able to be matched with children in time.
10826	APW_ENG_20080429.0666.LDC2009T13	Afghan intelligence chief-3	nationality	afghan-1	1		Afghan intelligence chief: President was warned of plot to kill him
10829	APW_ENG_20080429.0666.LDC2009T13	President Hamid Karzai-3	jobTitle	president-1	1		President Hamid Karzai was warned of a weekend assassination plot against him, Afghanistan's intelligence chief said Tuesday, while admitting failings by security services that allowed militants to launch the attack.
10829	APW_ENG_20080429.0666.LDC2009T13	Afghanistan's intelligence chief-17	nationality	afghanistan-14	1		President Hamid Karzai was warned of a weekend assassination plot against him, Afghanistan's intelligence chief said Tuesday, while admitting failings by security services that allowed militants to launch the attack.
10851	APW_ENG_20080429.0666.LDC2009T13	William Wood, the U.S. ambassador-22	nationality	u.s.-21	1		"Tragically, the attackers succeeded in getting close enough to fire some shots," William Wood, the U.S. ambassador in Afghanistan, said in a statement Tuesday.
10876	APW_ENG_20080501.0447.LDC2009T13	Palestinian health officials-3	nationality	palestinian-1	1		Palestinian health officials say one man was killed, a second man and a woman passerby was slightly wounded.
10973	APW_ENG_20080508.1385.LDC2009T13	Iraq leader Abu Ayyub al-Masri-13	nationality	iraq-9	1		Iraqi Defense Ministry spokesman says that al-Qaida in Iraq leader Abu Ayyub al-Masri has been arrested in northern city of Mosul.
10992	APW_ENG_20080511.0391.LDC2009T13	FC Barcelona striker Henrik Larsson-9	city	barcelona-6	1		If former Celtic and FC Barcelona striker Henrik Larsson hadn't retired from the national team two years ago, the 36-yearold Swede would also probably still be in the squad.
11038	APW_ENG_20080516.0989.LDC2009T13	Indian Malaysians-36	nationality	indian-35	1		He has said any government he forms will change Malaysia's system of promoting majority ethnic Malays -- Anwar himself is Malay -- in government contracts, jobs and education over ethnic Chinese and Indian Malaysians.
11056	APW_ENG_20080518.0873.LDC2009T13	Massachusetts Sen. Edward Kennedy-4	province	massachusetts-1	1		Massachusetts Sen. Edward Kennedy remained in the hospital, awaiting test results Monday that could explain why the 76-year- old Democrat suffered a seizure a day earlier.
11056	APW_ENG_20080518.0873.LDC2009T13	Massachusetts Sen. Edward Kennedy-4	jobTitle	sen.-2	1		Massachusetts Sen. Edward Kennedy remained in the hospital, awaiting test results Monday that could explain why the 76-year- old Democrat suffered a seizure a day earlier.
11191	APW_ENG_20080521.0621.LDC2009T13	Vietnamese sailors-29	nationality	vietnamese-28	1		The battle for ownership of the region has settled into an uneasy standoff since the last fighting, involving China and Vietnam, killed more than 70 Vietnamese sailors in 1988.
11198	APW_ENG_20080525.0355.LDC2009T13	U.S. lawyer Jared Genser-26	nationality	u.s.-23	1		Under Myanmar law, no one can be held longer than five years without being released or put on trial, said U.S. lawyer Jared Genser, hired by Suu Kyi's family to push for her release.
11198	APW_ENG_20080525.0355.LDC2009T13	U.S. lawyer Jared Genser-26	jobTitle	lawyer-24	1		Under Myanmar law, no one can be held longer than five years without being released or put on trial, said U.S. lawyer Jared Genser, hired by Suu Kyi's family to push for her release.
11234	APW_ENG_20080530.0455.LDC2009T13	Swedish Prime Minister Fredrik Reinfeldt-27	nationality	swedish-23	1		"We have come nearly to the end of the long process," al-Maliki said at a joint news conference with Swedish Prime Minister Fredrik Reinfeldt.
11234	APW_ENG_20080530.0455.LDC2009T13	Swedish Prime Minister Fredrik Reinfeldt-27	jobTitle	prime minister-25	1		"We have come nearly to the end of the long process," al-Maliki said at a joint news conference with Swedish Prime Minister Fredrik Reinfeldt.
11251	APW_ENG_20080530.0709.LDC2009T13	Palestinian official-2	nationality	palestinian-1	1		Palestinian official says Olmert, Abbas to meet Monday
11255	APW_ENG_20080530.0709.LDC2009T13	Palestinian official-20	nationality	palestinian-19	1		Abbas and Olmert last met on May 5, and in a possible sign of progress, a Palestinian official said then that the two sides had exchanged maps that suggest differences over the shape of a future Palestinian state were narrowing.
11274	APW_ENG_20080531.0724.LDC2009T13	Jamie Rhome, a meteorologist-27	jobTitle	meteorologist-27	1		There was chance it could strengthen back into a tropical storm before hitting Mexico again south of Veracruz on Wednesday, said Jamie Rhome, a meteorologist with the Hurricane Center.
11318	APW_ENG_20080703.0858.LDC2009T13	Mexican President Felipe Calderon-15	nationality	mexican-12	1		John McCain was discussing the thorny issue of immigration Thursday with Mexican President Felipe Calderon, as the Republican presidential candidate wrapped up a three-day visit to Colombia and Mexico designed to promote free trade and burnish his foreign policy credentials.
11318	APW_ENG_20080703.0858.LDC2009T13	Mexican President Felipe Calderon-15	jobTitle	president-13	1		John McCain was discussing the thorny issue of immigration Thursday with Mexican President Felipe Calderon, as the Republican presidential candidate wrapped up a three-day visit to Colombia and Mexico designed to promote free trade and burnish his foreign policy credentials.
11332	APW_ENG_20080703.0858.LDC2009T13	President Daniel Ortega-52	jobTitle	president-50	1		McCain, meanwhile, was unexpectedly put on the defensive at a news conference in Cartagena, Colombia, on Wednesday, when he was forced to respond to a claim by a Republican Senate colleague that the presidential candidate had roughed up an associate of Nicaragua's leftist President Daniel Ortega two decades ago.
11336	APW_ENG_20080703.0858.LDC2009T13	Sen. McCain-29	jobTitle	sen.-28	1		Cochran aide Margaret McPhillips said the senator went into detail about the incident in an interview with a Mississippi newspaper to "make the point that, though Sen. McCain has had problems with his temper, he has overcome them."
11340	APW_ENG_20080703.0858.LDC2009T13	President Alvaro Uribe-26	jobTitle	president-24	1		McCain has promoted himself as better equipped than Obama to deal with foreign policy issues and used his trip to Colombia to press President Alvaro Uribe to work to improve his country's human rights record.
11346	APW_ENG_20080703.0858.LDC2009T13	Illinois senator-3	province	illinois-2	1		The Illinois senator spoke about the expansion of government national service programs, which he first unveiled in December, that would cost $3.5 billion a year.
11380	APW_ENG_20080706.0397.LDC2009T13	Pakistani Taliban leaders-20	nationality	pakistani-18	1		That operation has now been halted while officials try to negotiate peace through tribal elders, but Pakistani Taliban leaders have vowed revenge for the government's show of force.
11394	APW_ENG_20080709.0006.LDC2009T13	Mexico City police chief-4	nationality	mexico-1	1		Mexico City police chief ousted following botched night club raid
11464	APW_ENG_20080712.0479.LDC2009T13	Somali aid workers-8	nationality	somali-6	1		Witnesses: Gunmen shoot 3 Somali aid workers within 24 hours
11467	APW_ENG_20080712.0479.LDC2009T13	Somali aid workers-9	nationality	somali-7	1		Unknown gunmen shot and killed two Somali aid workers and wounded a third within 24 hours, witnesses said Saturday, in the latest sign of spiraling violence against workers struggling to deal with the war-ravaged country's humanitarian crisis.
11480	APW_ENG_20080712.0479.LDC2009T13	Somali aid worker-5	nationality	somali-3	1		One senior Somali aid worker for the U.N. was kidnapped last month, and another shot dead July 6.
11488	APW_ENG_20080712.0479.LDC2009T13	Somalia's powerful clan-based warlords-21	nationality	somalia-17	1		Control of aid, used to buy loyalty from militiamen, has often provoked fighting among Somalia's powerful clan-based warlords since they toppled a socialist dictator in 1991.
11513	APW_ENG_20080721.0693.LDC2009T13	Indonesian men-10	nationality	indonesian-9	1		Khaw's comments follow the cases of two Indonesian men who were jailed and fined by a Singapore court earlier this month after being convicted of agreeing to sell their kidneys to two patients in the city-state.
11517	APW_ENG_20080730.0245.LDC2009T13	Afghan policemen-24	nationality	afghan-23	1		A NATO soldier died from wounds suffered in an attack in southern Afghanistan, while insurgents and a roadside blast killed five Afghan policemen elsewhere in the country, officials said Wednesday.
11584	APW_ENG_20080803.0022.LDC2009T13	Indonesian father-16	nationality	indonesian-15	1		Andy, Reggy, Ponthon and Loulou Tielman were born to a Dutch- Indonesian father and German-Arab mother on the eastern island of Sulawesi during the final years of Holland's centuries-long colonial rule.
11605	APW_ENG_20080803.0022.LDC2009T13	Jakarta Rock Parade organizers-14	city	jakarta-11	1		The rocker returned to Indonesia at the invitation of the Jakarta Rock Parade organizers -- a 100-band, three-day extravaganza that wrapped up July 13.
11630	APW_ENG_20080804.0029.LDC2009T13	Mohammed Akram, vice president of the Adventure Foundation of Pakistan-11	jobTitle	vice president-5	1		Mohammed Akram, vice president of the Adventure Foundation of Pakistan, a nonprofit organization, said one rescue team dispatched Sunday had reached a Dutchman and an Italian suffering from frostbite and were helping them down toward a camp at an altitude of 21,325 feet (6,500 meters).
11633	APW_ENG_20080804.0029.LDC2009T13	Chris Warner, an American-5	nationality	american-5	1		Chris Warner, an American who climbed K-2 last year, said it was the deadliest place on the mountain, the fall from there down the south face is some 9,000 feet (2,740 meters).
11640	APW_ENG_20080804.0029.LDC2009T13	Italians Achille Compagnoni-18	nationality	italians-16	1		About 280 people have summited K-2 since 1954, when it was first conquered by Italians Achille Compagnoni and Lino Lacedell.
11720	APW_ENG_20080813.1721.LDC2009T13	Georgian officials-22	nationality	georgian-21	1		His comments -- along with a stream of biased, conflicting and often false information coming from both Russian and Georgian officials -- have made it hard to figure out what is really happening in the world's latest hotspot.
11744	APW_ENG_20080813.1721.LDC2009T13	Deputy Prime Minister Sergei Ivanov-5	jobTitle	deputy prime minister-3	1		Deputy Prime Minister Sergei Ivanov said in a BBC interview Wednesday, "There were many reports that Russian tanks are inside Georgia which later proved out to be totally untrue."
11750	APW_ENG_20080817.0349.LDC2009T13	Alena Kartashova of Russia-21	nationality	russia-21	1		Kaori Icho of Japan has repeated as the Olympic women's 63-kilogram wrestling gold medalist, defeating Alena Kartashova of Russia on Sunday by winning each of the two periods in overtime.
11750	APW_ENG_20080817.0349.LDC2009T13	Kaori Icho of Japan-4	nationality	japan-4	1		Kaori Icho of Japan has repeated as the Olympic women's 63-kilogram wrestling gold medalist, defeating Alena Kartashova of Russia on Sunday by winning each of the two periods in overtime.
11752	APW_ENG_20080817.0349.LDC2009T13	Yelena Shalygina of Kazakhstan-17	nationality	kazakhstan-17	1		The bronzes were won by Randi Miller of the United States, and Yelena Shalygina of Kazakhstan.
11752	APW_ENG_20080817.0349.LDC2009T13	Randi Miller of the United States-11	nationality	united states-11	1		The bronzes were won by Randi Miller of the United States, and Yelena Shalygina of Kazakhstan.
11767	APW_ENG_20080817.0349.LDC2009T13	U.S. wrestler-37	nationality	u.s.-36	1		Miller beat out 2002 silver medalist Sara McMann to make the U.S. team and, while she didn't match her medal, she won only the second medal in 10 weight classes by a U.S. wrestler in Beijing.
11770	APW_ENG_20080817.0349.LDC2009T13	Ali Bernard, another U.S. rookie-6	nationality	u.s.-5	1		Ali Bernard, another U.S. rookie, reached one of the two bronze medal matches at 72 kg but lost.
11778	APW_ENG_20080817.0349.LDC2009T13	Olesya Zamula of Azerbaijan-20	nationality	azerbaijan-20	1		Miller got into the bronze medal bracket when Icho reached the finals, and she beat Olesya Zamula of Azerbaijan 2-0, 3-0 in the fourth of her five matches.
11783	APW_ENG_20080821.1263.LDC2009T13	Venezuelan oil workers-9	nationality	venezuelan-7	1		An ancient tar pit exposed when Venezuelan oil workers laid a pipeline has yielded a rich trove of fossils, including a type of saber-toothed cat that paleontologists had never found before in South America.
11814	APW_ENG_20080826.1086.LDC2009T13	Afghan civilians-35	nationality	afghan-34	1		Afghanistan's Council of Ministers ordered the ministries of defense and foreign affairs to open negotiations with the U.S. and NATO over the use of airstrikes, house searches and the detentions of Afghan civilians.
11843	APW_ENG_20080826.1086.LDC2009T13	U.S. coalition commander-5	nationality	u.s.-3	1		The top U.S. coalition commander has ordered an investigation.
11844	APW_ENG_20080826.1086.LDC2009T13	Corina Sanders, a U.S. Embassy spokeswoman-20	nationality	u.s.-18	1		"We welcome getting all the facts on the table," said Corina Sanders, a U.S. Embassy spokeswoman.
11844	APW_ENG_20080826.1086.LDC2009T13	Corina Sanders, a U.S. Embassy spokeswoman-20	jobTitle	spokeswoman-20	1		"We welcome getting all the facts on the table," said Corina Sanders, a U.S. Embassy spokeswoman.
11851	APW_ENG_20080827.0666.LDC2009T13	Manchester United-21	city	manchester-20	1		The reluctant sale of Robbie Keane to Liverpool and a lengthy impasse over Dimitar Berbatov's likely transfer to Manchester United left Tottenham with only Darren Bent up front for its opening two Premier League matches.
11853	APW_ENG_20080827.0666.LDC2009T13	Moscow's Champions League qualifier-40	city	moscow-36	1		The 26-year-old Pavlyuchenko has been linked with Spurs since scoring three goals in Russia's surprise run to the European Championship semifinals in June and could now be about to move after withdrawing from Spartak Moscow's Champions League qualifier against Dynamo Kiev, which was scheduled for Wednesday.
11934	APW_ENG_20080912.1128.LDC2009T13	U.S. Assistant Secretary of State-5	jobTitle	assistant secretary of state-5	1		U.S. Assistant Secretary of State Daniel Fried vowed Friday that Washington would back Ukraine in case of a territorial dispute.
11934	APW_ENG_20080912.1128.LDC2009T13	U.S. Assistant Secretary of State-5	nationality	u.s.-1	1		U.S. Assistant Secretary of State Daniel Fried vowed Friday that Washington would back Ukraine in case of a territorial dispute.
11939	APW_ENG_20080912.1128.LDC2009T13	Soviet leader Nikita Khrushchev-8	nationality	soviet-5	1		But in 1954, Soviet leader Nikita Khrushchev, who had previously served as Ukraine's Communist Party boss, made the peninsula part of Soviet Ukraine.
11971	APW_ENG_20080916.1357.LDC2009T13	Chairman and Chief Executive Lloyd Blankfein-13	jobTitle	chief executive-11	1		After two years of record profits, Chairman and Chief Executive Lloyd Blankfein has been the only CEO to navigate his firm through the market dislocation without posting a loss or major write-downs.
12006	APW_ENG_20080918.0574.LDC2009T13	Andy Roddick, United States-11	nationality	united states-11	1		David Ferrer, Spain, vs. Andy Roddick, United States.
12006	APW_ENG_20080918.0574.LDC2009T13	David Ferrer, Spain-4	nationality	spain-4	1		David Ferrer, Spain, vs. Andy Roddick, United States.
12089	APW_ENG_20080924.0766.LDC2009T13	New York Stock Exchange-15	province	new york-13	1		Declining issues outnumbered advancers by about 4 to 3 on the New York Stock Exchange, where volume came to 153.6 million shares.
12172	APW_ENG_20081001.0688.LDC2009T13	President Oscar Arias of Costa Rica-21	jobTitle	president-16	1		"The managers of big business took huge risks out of greed," said President Oscar Arias of Costa Rica, whose economy is highly dependent on U.S. trade.
12172	APW_ENG_20081001.0688.LDC2009T13	President Oscar Arias of Costa Rica-21	nationality	costa rica-21	1		"The managers of big business took huge risks out of greed," said President Oscar Arias of Costa Rica, whose economy is highly dependent on U.S. trade.
12186	APW_ENG_20081001.0688.LDC2009T13	Brazilian President Luiz Inacio Lula da Silva-14	nationality	brazilian-8	1		They didn't," a grim-faced Brazilian President Luiz Inacio Lula da Silva said Tuesday.
12186	APW_ENG_20081001.0688.LDC2009T13	President Luiz Inacio Lula da Silva-14	jobTitle	president-9	1		They didn't," a grim-faced Brazilian President Luiz Inacio Lula da Silva said Tuesday.
12196	APW_ENG_20081001.0688.LDC2009T13	German lawmaker-26	nationality	german-25	1		"This crisis underlines the excesses and uncertainties of a casino capitalism that has only one logic -- lining your pockets," said German lawmaker Martin Schulz, chairman of the Socialists in the EU assembly.
12204	APW_ENG_20081001.0688.LDC2009T13	Venezuelan leader Hugo Chavez-12	nationality	venezuelan-9	1		Just before meeting with Silva on Tuesday, Venezuelan leader Hugo Chavez said he believes a new economic order is in store for the planet.
12206	APW_ENG_20081001.0688.LDC2009T13	U.S. critic-25	nationality	u.s.-24	1		Imperialism, the United States, the irresponsibility of the United States government," said the self- avowed socialist and frequent U.S. critic.
12260	APW_ENG_20081004.0120.LDC2009T13	Great Texas Birding Classic, a bird-watching tournament-9	province	texas-3	1		The Great Texas Birding Classic, a bird-watching tournament held every April during the spring migration, attracts participants from around the country and world as well.
12371	APW_ENG_20081014.1380.LDC2009T13	East Lansing woman-5	city	east lansing-4	1		A 56-year-old East Lansing woman pleaded guilty Tuesday to conspiracy and aiding fraud.
12464	APW_ENG_20081029.0354.LDC2009T13	EU executive-9	nationality	eu-8	1		In return for the loan, the EU executive said Hungary had made a "strong commitment" to prudent budget policies that include reducing debt and the yearly budget deficit.
12466	APW_ENG_20081029.0354.LDC2009T13	French President Nicolas Sarkozy-4	jobTitle	president-2	1		French President Nicolas Sarkozy said Tuesday that EU leaders would likely make a final decision on the loan when they meet for a special summit Nov. 7.
12466	APW_ENG_20081029.0354.LDC2009T13	French President Nicolas Sarkozy-4	nationality	french-1	1		French President Nicolas Sarkozy said Tuesday that EU leaders would likely make a final decision on the loan when they meet for a special summit Nov. 7.
12466	APW_ENG_20081029.0354.LDC2009T13	EU leaders-9	nationality	eu-8	1		French President Nicolas Sarkozy said Tuesday that EU leaders would likely make a final decision on the loan when they meet for a special summit Nov. 7.
12470	APW_ENG_20081029.0354.LDC2009T13	Hungarian Prime Minister Ferenc Gyurcsany-5	nationality	hungarian-1	1		Hungarian Prime Minister Ferenc Gyurcsany warned Tuesday the economy may shrink by 1 percent this year because of the crisis.
12470	APW_ENG_20081029.0354.LDC2009T13	Prime Minister Ferenc Gyurcsany-5	jobTitle	prime minister-3	1		Hungarian Prime Minister Ferenc Gyurcsany warned Tuesday the economy may shrink by 1 percent this year because of the crisis.
12514	APW_ENG_20081111.0481.LDC2009T13	Somali Islamic insurgents-3	nationality	somali-1	1		Somali Islamic insurgents take 2 strategic towns
12644	APW_ENG_20081119.0613.LDC2009T13	Portugal playmaker-14	nationality	portugal-13	1		Queens Park Rangers hired Paulo Sousa as manager Wednesday despite the former Portugal playmaker having no experience in a top coaching job.
12651	APW_ENG_20081119.0613.LDC2009T13	leader Wolverhampton Wanderers-23	city	wolverhampton-22	1		QPR, which plays at Watford on Saturday, is 10th in the 24-team second-tier league, 15 points behind leader Wolverhampton Wanderers.
12665	APW_ENG_20081121.0075.LDC2009T13	Singer Bruce Hornsby-3	jobTitle	singer-1	1		Singer Bruce Hornsby is 54.
